event_cause,zone,junction,police_station,veh_type,latitude,longitude,duration_minutes,requires_road_closure
vehicle_breakdown,West Zone 1,Unknown,Kamakshipalya,bmtc_bus,12.981681,77.5168415,121,0
vehicle_breakdown,East Zone 1,Unknown,Whitefield,private_bus,12.9614083,77.7477767,16,0
vehicle_breakdown,Central Zone 2,Unknown,High ground,private_bus,12.9962013,77.5846817,155,0
vehicle_breakdown,North Zone 1,Unknown,Banaswadi,private_car,13.004995,77.6372391,7,1
vehicle_breakdown,West Zone 2,Unknown,Sadashivanagar,bmtc_bus,13.0004274,77.5840665,127,0
vehicle_breakdown,South Zone 2,Unknown,Madiwala,bmtc_bus,12.9004738,77.6270826,125,0
vehicle_breakdown,East Zone 1,Unknown,Bellandur,bmtc_bus,12.9279656,77.6809396,173,0
vehicle_breakdown,North Zone 1,Unknown,Hebbala,private_car,13.0436044,77.6050417,37,0
vehicle_breakdown,West Zone 1,Unknown,Kamakshipalya,truck,12.9805555,77.5166163,9,0
vehicle_breakdown,Central Zone 2,Unknown,R.T. Nagar,private_car,13.0000768,77.5996972,68,0
vehicle_breakdown,Unknown,Unknown,Yelahanka,bmtc_bus,13.1843296,77.5664982,79,0
vehicle_breakdown,West Zone 2,Unknown,Kamakshipalya,bmtc_bus,12.98217,77.5314616,153,0
vehicle_breakdown,West Zone 1,Unknown,Jnanabharathi,heavy_vehicle,12.9603704,77.5145269,134,0
vehicle_breakdown,North Zone 2,Unknown,Yelahanka,heavy_vehicle,13.0878163,77.5955917,159,0
vehicle_breakdown,West Zone 2,Unknown,Sadashivanagar,heavy_vehicle,12.99866163,77.58435892,168,0
accident,Unknown,Unknown,Hulimavu,Unknown,12.85825586,77.58939417,323,0
vehicle_breakdown,North Zone 2,Unknown,Yelahanka,lcv,13.1173454,77.608609,125,0
vehicle_breakdown,West Zone 2,Unknown,Sadashivanagar,truck,13.0099764,77.5837293,168,0
vehicle_breakdown,West Zone 1,Unknown,Peenya,private_car,13.0469858,77.5007263,18,0
vehicle_breakdown,West Zone 2,Unknown,Sadashivanagar,heavy_vehicle,12.9989526,77.5842517,9,0
vehicle_breakdown,North Zone 2,Unknown,Chikkabanavara,lcv,13.0478795,77.4999942,155,0
vehicle_breakdown,North Zone 2,Unknown,Jalahalli,lcv,13.04175,77.5471067,146,0
vehicle_breakdown,North Zone 2,Unknown,Yelahanka,lcv,13.0872074,77.5953629,180,0
vehicle_breakdown,North Zone 2,Unknown,Yelahanka,bmtc_bus,13.1148233,77.6066717,156,0
vehicle_breakdown,North Zone 1,Unknown,Yelahanka,others,13.0864417,77.594805,154,0
vehicle_breakdown,North Zone 2,Unknown,Jalahalli,truck,13.0430862,77.5514036,164,0
public_event,Unknown,Unknown,Chikkajala,Unknown,13.160686,77.5955777,53,0
public_event,Unknown,Unknown,Chikkajala,Unknown,13.1607775,77.5956523,119,0
public_event,Unknown,Unknown,Chikkajala,Unknown,13.160686,77.5955777,53,0
vehicle_breakdown,North Zone 2,Unknown,Yelahanka,lcv,13.1125287,77.6056265,133,0
vehicle_breakdown,West Zone 1,Unknown,Malleshwaram,ksrtc_bus,13.0128127,77.5535107,38,0
vehicle_breakdown,North Zone 2,Unknown,Jalahalli,others,13.041675,77.5470633,144,0
vehicle_breakdown,West Zone 1,Unknown,Kamakshipalya,heavy_vehicle,12.9902533,77.5042758,9,0
vehicle_breakdown,Unknown,Unknown,No Police Station,ksrtc_bus,13.0655341,77.4533313,136,0
vehicle_breakdown,East Zone 2,Unknown,K.R. Pura,truck,13.0137733,77.70012,142,0
vehicle_breakdown,West Zone 1,Unknown,Banashankari,lcv,12.9198233,77.542495,115,0
vehicle_breakdown,Central Zone 2,Unknown,High ground,bmtc_bus,12.99680328,77.58461258,157,0
vehicle_breakdown,West Zone 2,Unknown,Sadashivanagar,others,12.998632,77.5844482,173,0
vehicle_breakdown,West Zone 2,Unknown,Sadashivanagar,private_car,13.0074,77.5839417,7,0
procession,North Zone 2,Unknown,Hennuru,Unknown,13.1027667,77.627415,121,0
procession,North Zone 2,Unknown,Yelahanka,Unknown,13.1032152,77.6253189,167,0
vehicle_breakdown,Unknown,Unknown,K.G. Halli,bmtc_bus,13.0086799,77.6133782,133,1
public_event,East Zone 1,Unknown,Whitefield,Unknown,12.9381563,77.746941,297,0
vehicle_breakdown,North Zone 2,Unknown,Kodigehalli,truck,13.0287533,77.5862183,139,0
vehicle_breakdown,East Zone 2,Unknown,Mahadevapura,private_car,13.0025455,77.7572253,169,0
congestion,East Zone 1,Unknown,Whitefield,Unknown,12.9411318,77.7471167,137,0
vehicle_breakdown,South Zone 2,Unknown,Bellandur,bmtc_bus,12.9141819,77.6765696,105,0
vehicle_breakdown,West Zone 2,Unknown,Byatarayanapura,lcv,12.9473755,77.5328074,35,0
vehicle_breakdown,Central Zone 2,Unknown,Sadashivanagar,private_bus,12.9993581,77.5838223,111,0
vehicle_breakdown,North Zone 2,Unknown,Chikkabanavara,private_bus,13.0653552,77.5040293,29,0
vehicle_breakdown,South Zone 2,Unknown,Madiwala,private_bus,12.9111082,77.6260532,132,0
vehicle_breakdown,West Zone 1,Unknown,Yeshwanthpura,others,13.0356208,77.5347383,20,0
vehicle_breakdown,South Zone 2,Unknown,Madiwala,bmtc_bus,12.9022833,77.6274633,169,0
tree_fall,West Zone 1,Unknown,Kamakshipalya,Unknown,12.9888033,77.4976333,91,1
vehicle_breakdown,Unknown,Unknown,Jnanabharathi,truck,12.9782223,77.5151096,24,0
vehicle_breakdown,East Zone 1,Unknown,Whitefield,private_bus,12.9562667,77.7325788,140,0
vehicle_breakdown,North Zone 1,Unknown,Kodigehalli,private_bus,13.0486748,77.5921893,164,0
tree_fall,Unknown,Unknown,No Police Station,Unknown,13.075051,77.4361744,4,0
vehicle_breakdown,East Zone 2,Unknown,HAL Old Airport,others,12.9551958,77.6785723,155,0
vehicle_breakdown,Unknown,Unknown,No Police Station,heavy_vehicle,13.0537441,77.4826961,138,0
vehicle_breakdown,Unknown,Unknown,No Police Station,heavy_vehicle,13.0750262,77.4363202,167,0
vehicle_breakdown,North Zone 2,Unknown,Kodigehalli,lcv,13.0281488,77.5856916,128,0
vehicle_breakdown,Unknown,Unknown,No Police Station,heavy_vehicle,13.0544342,77.48149,149,0
vehicle_breakdown,Unknown,Unknown,No Police Station,taxi,13.02603063,77.44957098,136,0
vehicle_breakdown,West Zone 1,Unknown,Kamakshipalya,lcv,12.9854788,77.5248865,127,0
vehicle_breakdown,Unknown,Unknown,No Police Station,truck,13.0523625,77.4868568,156,0
vehicle_breakdown,Unknown,Unknown,Yeshwanthpura,heavy_vehicle,12.97163203,77.51287458,136,0
vehicle_breakdown,Unknown,Unknown,Chikkajala,heavy_vehicle,13.196185,77.6535117,179,0
vehicle_breakdown,Unknown,Unknown,Hebbala,heavy_vehicle,13.0494403,77.5929474,139,0
vehicle_breakdown,Unknown,Unknown,Whitefield,private_bus,12.899533,77.7122526,91,0
vehicle_breakdown,North Zone 1,Unknown,Jalahalli,bmtc_bus,13.0493266,77.5550847,527,0
vehicle_breakdown,North Zone 2,Unknown,Yelahanka,heavy_vehicle,13.1292374,77.6148783,128,0
vehicle_breakdown,Unknown,Unknown,HAL Old Airport,bmtc_bus,12.8469493,77.672515,980,0
vehicle_breakdown,South Zone 2,Unknown,HSR Layout,heavy_vehicle,12.9200494,77.6441159,163,0
vehicle_breakdown,Unknown,Unknown,Bellandur,private_car,12.9024645,77.705852,46,0
vehicle_breakdown,East Zone 2,Unknown,K.R. Pura,heavy_vehicle,13.0201283,77.7097983,142,0
vehicle_breakdown,East Zone 2,Unknown,Banaswadi,heavy_vehicle,12.9966546,77.6644435,159,0
vehicle_breakdown,West Zone 1,Unknown,Jnanabharathi,bmtc_bus,12.9661629,77.5049344,122,0
congestion,Unknown,Unknown,Kamakshipalya,Unknown,12.9904154,77.5042127,138,0
vehicle_breakdown,West Zone 1,Unknown,Jnanabharathi,bmtc_bus,12.9670817,77.5050333,7522,0
vehicle_breakdown,Unknown,Unknown,High ground,others,12.9967664,77.5847577,40,0
vehicle_breakdown,North Zone 1,HebbalFlyoverJunc,Kodigehalli,heavy_vehicle,13.0434933,77.590776,152,0
vehicle_breakdown,Central Zone 2,Unknown,Sadashivanagar,taxi,12.99878344,77.58419928,170,0
vehicle_breakdown,North Zone 2,Unknown,Yelahanka,lcv,13.0978923,77.5670813,126,0
vehicle_breakdown,Unknown,Unknown,Sadashivanagar,bmtc_bus,13.0895998,77.3908201,26,0
vehicle_breakdown,South Zone 1,Unknown,K.S. Layout,lcv,12.8952517,77.5550817,121,0
vehicle_breakdown,North Zone 2,Unknown,Hebbala,bmtc_bus,13.0334622,77.588753,145,0
vehicle_breakdown,East Zone 2,Unknown,K.R. Pura,lcv,13.0122936,77.6988829,139,0
vehicle_breakdown,South Zone 2,Unknown,Mico Layout,private_bus,12.9164058,77.6046741,127,0
vehicle_breakdown,South Zone 2,Unknown,HSR Layout,lcv,12.8995983,77.6335883,140,0
vehicle_breakdown,East Zone 2,Unknown,K.R. Pura,heavy_vehicle,13.020295,77.7096082,180,0
congestion,Unknown,Unknown,Kodigehalli,Unknown,13.04465,77.5830273,122,0
vehicle_breakdown,Unknown,Unknown,Electronic City,bmtc_bus,12.8416294,77.6448425,83,0
congestion,Unknown,Unknown,Kamakshipalya,Unknown,12.99031,77.5039553,121,0
congestion,North Zone 1,Unknown,Jalahalli,Unknown,13.0484543,77.5545978,130,0
vehicle_breakdown,East Zone 1,Unknown,HAL Old Airport,bmtc_bus,12.9349694,77.6909504,132,0
accident,Unknown,Unknown,Chikkajala,Unknown,13.1661967,77.713815,83,0
vehicle_breakdown,Unknown,Unknown,K.R. Pura,bmtc_bus,13.0133386,77.6998768,41,0
vehicle_breakdown,East Zone 1,Unknown,Whitefield,heavy_vehicle,12.9564114,77.7456022,154,0
vehicle_breakdown,Unknown,Unknown,Banashankari,others,12.9423082,77.5481102,62,0
vehicle_breakdown,Unknown,Unknown,Electronic City,bmtc_bus,12.8408367,77.6500067,131,0
vehicle_breakdown,Unknown,Unknown,Bellandur,bmtc_bus,12.9063214,77.698384,132,0
vehicle_breakdown,Unknown,Unknown,Kodigehalli,private_car,13.0624717,77.5733483,52,0
accident,Unknown,Unknown,No Police Station,Unknown,13.0563502,77.475345,99,0
vehicle_breakdown,Unknown,Unknown,Kodigehalli,others,13.0526619,77.5932885,144,0
vehicle_breakdown,North Zone 2,Unknown,Jalahalli,heavy_vehicle,13.041426,77.5457729,9,0
vehicle_breakdown,Unknown,Unknown,Thalagattapura,bmtc_bus,12.86905184,77.53652279,146,0
accident,Unknown,Unknown,No Police Station,Unknown,13.0563067,77.475215,93,0
vehicle_breakdown,West Zone 1,Unknown,Rajajinagar,lcv,13.0035148,77.5298216,48,0
vehicle_breakdown,West Zone 1,Unknown,Jnanabharathi,taxi,12.9630559,77.5124532,33,0
vehicle_breakdown,West Zone 1,Unknown,Chikkabanavara,private_bus,13.0495214,77.4953173,137,0
vehicle_breakdown,Central Zone 1,Unknown,Bellandur,bmtc_bus,12.9200419,77.6558733,153,1
vehicle_breakdown,Unknown,Unknown,High ground,heavy_vehicle,12.9938317,77.5849467,21,0
vehicle_breakdown,Unknown,Unknown,Yelahanka,bmtc_bus,13.0842575,77.5519225,127,0
tree_fall,Unknown,Unknown,Banaswadi,Unknown,13.0132709,77.6484194,635,1
vehicle_breakdown,Unknown,Unknown,Whitefield,lcv,12.9606384,77.7476032,148,0
vehicle_breakdown,East Zone 2,Unknown,K.R. Pura,ksrtc_bus,13.0117111,77.7003731,172,0
vehicle_breakdown,Unknown,Unknown,Whitefield,heavy_vehicle,12.9566301,77.7444294,122,0
accident,Unknown,Unknown,Yelahanka,Unknown,13.08647,77.594875,105,0
vehicle_breakdown,North Zone 2,Unknown,Yelahanka,taxi,13.10963,77.6035517,133,0
vehicle_breakdown,Unknown,Unknown,Peenya,private_car,13.0468693,77.5024237,30,0
vehicle_breakdown,North Zone 1,Unknown,Hennuru,others,13.035723,77.6284171,128,0
vehicle_breakdown,Unknown,Unknown,Electronic City,private_bus,12.878816,77.6470202,147,0
vehicle_breakdown,North Zone 2,Unknown,Yelahanka,heavy_vehicle,13.1155017,77.6073017,174,0
vehicle_breakdown,North Zone 2,Unknown,Jalahalli,lcv,13.0424133,77.5492224,13,0
vehicle_breakdown,East Zone 2,Unknown,Banaswadi,lcv,12.997415,77.6640825,141,0
vehicle_breakdown,Unknown,Unknown,No Police Station,truck,13.0606335,77.4616149,174,0
vehicle_breakdown,Unknown,Unknown,Yelahanka,heavy_vehicle,13.1312897,77.615127,47,0
vehicle_breakdown,North Zone 1,Unknown,Hennuru,others,13.0356786,77.6283334,130,0
vehicle_breakdown,Unknown,Unknown,Sadashivanagar,heavy_vehicle,13.0034717,77.5838414,20,0
vehicle_breakdown,East Zone 1,Unknown,Whitefield,heavy_vehicle,12.9577083,77.7458017,167,0
vehicle_breakdown,East Zone 2,Unknown,Mahadevapura,others,12.9959077,77.6710497,838,0
vehicle_breakdown,East Zone 2,Unknown,K.R. Pura,others,13.0257659,77.7195142,130,0
vehicle_breakdown,West Zone 1,Unknown,Yeshwanthpura,bmtc_bus,13.0262486,77.5445358,51,0
vehicle_breakdown,North Zone 2,Unknown,Hebbala,truck,13.0333363,77.5886018,157,0
accident,Unknown,Unknown,Jnanabharathi,Unknown,12.9374294,77.4716733,82,1
accident,Unknown,Unknown,Jnanabharathi,Unknown,12.9374302,77.4716732,74,0
vehicle_breakdown,West Zone 2,Unknown,Sadashivanagar,others,12.9982107,77.584406,92,0
vehicle_breakdown,North Zone 1,Unknown,Hebbala,lcv,13.0429917,77.5986233,18,0
vehicle_breakdown,East Zone 1,Unknown,Mahadevapura,private_bus,12.9736933,77.698385,50,0
vehicle_breakdown,North Zone 1,Unknown,K.G. Halli,bmtc_bus,13.0114761,77.6158094,25,0
vehicle_breakdown,North Zone 2,Unknown,R.T. Nagar,heavy_vehicle,13.02419,77.585095,153,0
vehicle_breakdown,North Zone 2,Unknown,R.T. Nagar,heavy_vehicle,13.0248967,77.5852933,159,0
vehicle_breakdown,Unknown,Unknown,High ground,heavy_vehicle,12.9966811,77.5847663,162,0
vehicle_breakdown,West Zone 1,Unknown,Rajajinagar,heavy_vehicle,13.0013317,77.5254817,80,0
vehicle_breakdown,Unknown,Unknown,No Police Station,heavy_vehicle,13.0628382,77.457775,150,1
vehicle_breakdown,South Zone 1,Unknown,Hulimavu,others,12.862841,77.5909922,154,0
vehicle_breakdown,West Zone 2,Unknown,Sadashivanagar,ksrtc_bus,13.0018255,77.5839711,277,0
vehicle_breakdown,West Zone 2,Unknown,Sadashivanagar,others,12.9983001,77.5844179,170,0
vehicle_breakdown,Unknown,Unknown,No Police Station,truck,13.0566434,77.4730025,146,0
vehicle_breakdown,Unknown,Unknown,K.R. Pura,heavy_vehicle,13.0542733,77.7627317,62,1
vehicle_breakdown,East Zone 1,Unknown,Whitefield,heavy_vehicle,12.9448609,77.7470882,172,1
vehicle_breakdown,East Zone 2,Unknown,Banaswadi,heavy_vehicle,12.9996438,77.6665625,124,0
vehicle_breakdown,Unknown,Unknown,Devanahalli Airport,truck,13.2037217,77.66538,152,0
vehicle_breakdown,North Zone 2,Unknown,Chikkabanavara,lcv,13.0480034,77.5001494,168,0
accident,Unknown,Unknown,Jnanabharathi,Unknown,12.973092,77.5130496,53,0
vehicle_breakdown,Unknown,Unknown,K.S. Layout,auto,12.9145203,77.568181,125,0
accident,West Zone 2,Unknown,Sadashivanagar,Unknown,13.0040774,77.5841625,22,0
congestion,East Zone 1,Unknown,Whitefield,Unknown,12.9387831,77.7472987,166,0
vehicle_breakdown,West Zone 2,Unknown,Sadashivanagar,heavy_vehicle,13.0007914,77.5840477,145,0
vehicle_breakdown,North Zone 1,Unknown,Yelahanka,bmtc_bus,13.0810208,77.5483312,130,0
vehicle_breakdown,Central Zone 2,Unknown,Sheshadripuram,ksrtc_bus,12.9967437,77.5845398,158,0
vehicle_breakdown,Central Zone 2,Unknown,High ground,ksrtc_bus,12.9968617,77.5845415,155,0
public_event,North Zone 1,Unknown,Yelahanka,Unknown,13.081431,77.5596623,113,0
public_event,North Zone 1,Unknown,Yelahanka,Unknown,13.0816543,77.5598044,111,0
vehicle_breakdown,West Zone 1,Unknown,Jnanabharathi,bmtc_bus,12.9610679,77.5114574,71,0
vehicle_breakdown,North Zone 1,Unknown,Yelahanka,private_car,13.0815219,77.5482176,4,0
vehicle_breakdown,East Zone 1,Unknown,Whitefield,others,12.9380712,77.7467428,138,0
vehicle_breakdown,Unknown,Unknown,Jnanabharathi,heavy_vehicle,12.9610812,77.5129374,49,0
vehicle_breakdown,Unknown,Unknown,Mahadevapura,heavy_vehicle,12.9935408,77.7574599,26,0
vehicle_breakdown,East Zone 2,Unknown,Mahadevapura,heavy_vehicle,12.9999998,77.6821895,32,0
vehicle_breakdown,West Zone 2,Unknown,Kamakshipalya,truck,12.9857635,77.5265826,17,0
vehicle_breakdown,East Zone 1,Unknown,Bellandur,heavy_vehicle,12.9186326,77.6698261,39,0
vehicle_breakdown,East Zone 2,Unknown,K.R. Pura,lcv,13.0195814,77.7085774,146,0
vehicle_breakdown,West Zone 2,Unknown,Sadashivanagar,truck,13.000103,77.5840237,169,0
vehicle_breakdown,North Zone 2,Unknown,Yelahanka,private_car,13.0907917,77.5929433,128,0
vehicle_breakdown,Unknown,Unknown,No Police Station,truck,13.0572567,77.4723691,174,0
accident,West Zone 1,Unknown,Rajajinagar,Unknown,13.0079927,77.526769,21,0
vehicle_breakdown,Unknown,Unknown,Devanahalli Airport,heavy_vehicle,13.2017067,77.66236,138,0
vehicle_breakdown,West Zone 2,Unknown,Kamakshipalya,heavy_vehicle,12.9850363,77.5241577,122,0
vehicle_breakdown,Central Zone 2,Unknown,High ground,truck,12.9927975,77.5854984,143,0
vehicle_breakdown,East Zone 2,Unknown,Hennuru,others,13.0483716,77.6453954,176,0
vehicle_breakdown,North Zone 1,Unknown,Hennuru,bmtc_bus,13.0586717,77.632895,381,0
vehicle_breakdown,Central Zone 1,Unknown,Bellandur,lcv,12.922265,77.65903,134,0
vehicle_breakdown,Unknown,Unknown,No Police Station,lcv,13.0601454,77.4622716,125,0
vehicle_breakdown,West Zone 1,Unknown,Yeshwanthpura,bmtc_bus,13.026353,77.544093,69,0
vehicle_breakdown,Unknown,Unknown,No Police Station,truck,13.0619678,77.4600323,125,0
procession,North Zone 1,Unknown,Hebbala,Unknown,13.0550629,77.6006986,58,0
vehicle_breakdown,East Zone 2,Unknown,K.R. Pura,truck,13.019575,77.709155,126,0
vehicle_breakdown,East Zone 2,Unknown,Hennuru,heavy_vehicle,13.0640157,77.6502052,164,0
vehicle_breakdown,South Zone 1,Unknown,Thalagattapura,others,12.8853097,77.5431212,129,0
vehicle_breakdown,Unknown,Unknown,No Police Station,lcv,13.06034,77.4622015,173,0
vehicle_breakdown,Central Zone 2,Unknown,High ground,others,12.9962297,77.5847552,133,0
vehicle_breakdown,West Zone 1,Unknown,Kamakshipalya,lcv,12.98704927,77.49115508,47,0
vehicle_breakdown,Unknown,Unknown,R.T. Nagar,bmtc_bus,13.0058476,77.593119,22,0
public_event,Unknown,Unknown,Adugodi,Unknown,12.946188,77.6186813,50411,1
vehicle_breakdown,East Zone 1,Unknown,HAL Old Airport,others,12.9662718,77.7022875,164,0
vehicle_breakdown,North Zone 2,Unknown,Yelahanka,heavy_vehicle,13.1174,77.6086525,20,0
vehicle_breakdown,East Zone 1,BigBazaar(Whitefield)Junc,Mahadevapura,truck,12.9883469,77.7311829,127,0
vehicle_breakdown,Unknown,Unknown,Hulimavu,bmtc_bus,12.8539011,77.5887307,23,0
vehicle_breakdown,Unknown,KR Road-14thCross Junc,Banashankari,bmtc_bus,12.929715,77.573648,124,0
vehicle_breakdown,Unknown,Unknown,Kodigehalli,lcv,13.0499347,77.5927711,162,0
vehicle_breakdown,Unknown,Unknown,Kodigehalli,lcv,13.0499687,77.5927075,161,0
vehicle_breakdown,Unknown,Unknown,K.R. Pura,heavy_vehicle,13.0234644,77.7152825,318,0
vehicle_breakdown,Unknown,Unknown,Hebbala,lcv,13.0434917,77.607755,179,0
vehicle_breakdown,Unknown,Unknown,No Police Station,lcv,13.0734717,77.4394717,168,0
vehicle_breakdown,Unknown,Unknown,Banaswadi,others,12.9960798,77.6678065,135,0
vehicle_breakdown,Unknown,Unknown,Jnanabharathi,truck,12.9599899,77.514338,126,0
congestion,Unknown,Unknown,Whitefield,Unknown,12.9388356,77.7473577,171,0
vehicle_breakdown,Central Zone 2,PurnimaTheaterJunc,Halasuru Gate,lcv,12.9603057,77.5875364,156,0
vehicle_breakdown,East Zone 1,Unknown,HAL Old Airport,heavy_vehicle,12.9436447,77.6980616,43,0
vehicle_breakdown,Unknown,Unknown,Banaswadi,others,12.99607,77.6677909,133,0
vehicle_breakdown,South Zone 2,Unknown,Electronic City,heavy_vehicle,12.8768347,77.647564,124,0
vehicle_breakdown,North Zone 2,Unknown,Yelahanka,heavy_vehicle,13.0898727,77.5962391,123,0
accident,Unknown,Unknown,K.S. Layout,Unknown,12.9112378,77.5724542,119,0
vehicle_breakdown,Central Zone 2,IndianExpressJunction,Cubbon Park,bmtc_bus,12.9833776,77.5970218,143,0
vehicle_breakdown,Unknown,Unknown,Chikkajala,heavy_vehicle,13.1506186,77.6198101,142,0
accident,Unknown,Unknown,Devanahalli Airport,Unknown,13.1951209,77.7073099,87,0
vehicle_breakdown,Unknown,Unknown,HAL Old Airport,others,12.936535,77.7044933,141,0
vehicle_breakdown,Unknown,Unknown,HSR Layout,bmtc_bus,12.9217289,77.6448719,138,1
public_event,West Zone 1,Unknown,Kamakshipalya,Unknown,13.0085343,77.4899346,1498,0
vehicle_breakdown,Unknown,HennurRoad-ORR Junc,Hennuru,heavy_vehicle,13.0309486,77.630687,170,0
vehicle_breakdown,Unknown,LeprosyhospitalJunc,Magadi Road,bmtc_bus,12.9768969,77.5646811,154,0
vehicle_breakdown,Unknown,AyyappaTempleJunc,Madiwala,bmtc_bus,12.9240352,77.6184979,63,0
vehicle_breakdown,Unknown,YeshwanthpuraCircle,Yeshwanthpura,heavy_vehicle,13.0175987,77.5573269,22,0
vehicle_breakdown,Unknown,KhodaysCircle(DV UrsCircle),Chamarajpet,private_bus,12.9804179,77.5704887,36,0
vehicle_breakdown,Unknown,Unknown,Banashankari,taxi,12.9140531,77.5675163,4,0
vehicle_breakdown,Unknown,Unknown,HSR Layout,heavy_vehicle,12.9020285,77.6605351,45,0
vehicle_breakdown,South Zone 1,Unknown,K.S. Layout,bmtc_bus,12.9113794,77.5539078,136,0
vehicle_breakdown,North Zone 2,Unknown,R.T. Nagar,lcv,13.0200257,77.5840604,127,0
vehicle_breakdown,Unknown,Unknown,HAL Old Airport,lcv,12.9508198,77.7000234,30,0
vehicle_breakdown,Unknown,Unknown,K.R. Pura,ksrtc_bus,13.0197552,77.7090345,12,0
vehicle_breakdown,South Zone 1,Unknown,K.S. Layout,others,12.9129818,77.5667649,133,0
vehicle_breakdown,North Zone 1,Unknown,K.G. Halli,lcv,13.0334542,77.629103,174,0
vehicle_breakdown,West Zone 2,Unknown,Byatarayanapura,heavy_vehicle,12.9475916,77.5335062,139,0
vehicle_breakdown,East Zone 2,Unknown,K.R. Pura,ksrtc_bus,13.0243445,77.7167056,24,0
vehicle_breakdown,North Zone 1,Unknown,Hebbala,lcv,13.0432983,77.6079367,63,0
vehicle_breakdown,North Zone 2,Unknown,Kodigehalli,lcv,13.033575,77.58831,83,0
vehicle_breakdown,North Zone 1,Unknown,Hennuru,bmtc_bus,13.07549,77.5469283,75,0
vehicle_breakdown,North Zone 2,Unknown,Jalahalli,private_bus,13.0395867,77.5433917,11,0
vehicle_breakdown,East Zone 2,Unknown,K.R. Pura,lcv,13.0198716,77.7091574,159,1
vehicle_breakdown,North Zone 2,Unknown,Hebbala,private_bus,13.03656,77.5894167,121,0
vehicle_breakdown,West Zone 1,Unknown,Kamakshipalya,others,12.9874952,77.4752769,17,0
vehicle_breakdown,East Zone 1,Unknown,HAL Old Airport,bmtc_bus,12.9337824,77.6890112,41,0
vehicle_breakdown,North Zone 2,Unknown,R.T. Nagar,auto,13.0231313,77.5848147,124,0
vehicle_breakdown,South Zone 1,Unknown,Wilson Garden,bmtc_bus,12.9097357,77.5365061,13,0
vehicle_breakdown,West Zone 1,Unknown,Kengeri,lcv,12.9262483,77.5318283,67,0
vehicle_breakdown,North Zone 2,Unknown,Jalahalli,heavy_vehicle,13.0355364,77.5413874,125,0
congestion,Central Zone 1,Unknown,Jeevanbheemanagar,Unknown,12.9591573,77.6611908,2,0
vehicle_breakdown,North Zone 2,Unknown,Kodigehalli,lcv,13.0249001,77.585098,14,0
vehicle_breakdown,East Zone 1,Unknown,HAL Old Airport,heavy_vehicle,12.9340176,77.6892911,121,0
vehicle_breakdown,North Zone 2,Unknown,Jalahalli,bmtc_bus,13.0415796,77.5464373,162,0
vehicle_breakdown,North Zone 2,Unknown,Hebbala,lcv,13.0343216,77.5887073,179,0
vehicle_breakdown,North Zone 2,Unknown,Kodigehalli,lcv,13.03398,77.5880117,37,0
vehicle_breakdown,Central Zone 1,Unknown,Jeevanbheemanagar,bmtc_bus,12.9603335,77.6435282,63,0
vehicle_breakdown,West Zone 1,Unknown,Peenya,others,13.0465699,77.5000576,132,0
vehicle_breakdown,North Zone 2,Unknown,Jalahalli,bmtc_bus,13.0480041,77.5548906,127,0
congestion,East Zone 1,Unknown,Whitefield,Unknown,12.9387469,77.7473695,155,0
vehicle_breakdown,East Zone 1,Unknown,HAL Old Airport,bmtc_bus,12.9565991,77.7092031,176,0
vehicle_breakdown,West Zone 2,Unknown,Sadashivanagar,truck,13.0097673,77.5837359,16,0
vehicle_breakdown,Central Zone 1,Unknown,Halasur,bmtc_bus,12.9621842,77.6299419,88,0
vehicle_breakdown,West Zone 1,Unknown,Kamakshipalya,ksrtc_bus,12.9900634,77.5030222,7,0
vehicle_breakdown,North Zone 2,Unknown,Kodigehalli,private_car,13.0326393,77.5877578,43,0
vehicle_breakdown,West Zone 2,Unknown,Malleshwaram,bmtc_bus,13.0128094,77.5545101,130,0
vehicle_breakdown,North Zone 1,Unknown,K.G. Halli,heavy_vehicle,13.0264597,77.6200847,30,0
vehicle_breakdown,North Zone 2,Unknown,Kodigehalli,lcv,13.0365217,77.5893649,24,0
vehicle_breakdown,North Zone 1,Unknown,Hebbala,heavy_vehicle,13.0494288,77.5938836,135,0
vehicle_breakdown,North Zone 2,Unknown,Jalahalli,heavy_vehicle,13.0391215,77.5427616,76,0
vehicle_breakdown,West Zone 1,Unknown,Kamakshipalya,others,12.9890244,77.4988016,124,0
vehicle_breakdown,South Zone 1,Unknown,Thalagattapura,heavy_vehicle,12.8743224,77.5410921,80,0
procession,South Zone 1,Unknown,Thalagattapura,Unknown,12.86380991,77.5553396,156,0
vehicle_breakdown,South Zone 2,Unknown,Mico Layout,private_bus,12.9262367,77.6089,146,0
vehicle_breakdown,West Zone 1,Unknown,Kamakshipalya,heavy_vehicle,12.9875782,77.492615,123,0
accident,North Zone 2,Unknown,Hebbala,Unknown,13.0333905,77.5887227,64,0
vehicle_breakdown,East Zone 1,Unknown,Whitefield,heavy_vehicle,12.9381416,77.7467868,23,0
vehicle_breakdown,East Zone 1,Unknown,Whitefield,heavy_vehicle,12.9466472,77.7470978,133,0
vehicle_breakdown,North Zone 1,Unknown,Hennuru,heavy_vehicle,13.032776,77.6300494,130,0
vehicle_breakdown,North Zone 2,Unknown,Yelahanka,heavy_vehicle,13.1168783,77.6083433,132,0
vehicle_breakdown,North Zone 2,Unknown,Yelahanka,heavy_vehicle,13.1153375,77.6068119,140,0
